size,repeats,singles,maxRepeat,edges,psoIter,heuristic,blocks,score,time,left,right,pair
 34, 6,11,  6,  7,   , combine, 30,0.12,   0.000,"[1,13,2,3,9,4 3,3,7,3,8,4,2,12,0,6,5 1,1,0 5,5,16,4,5,5,10,15,11,1,0 1,14,1]","[4,1,1,1,5,9,8,2,13,12,1,15,5,3,5,0,14,0 1,4 3,10,4,3,5 1,16,6,11,7,0 5,3,2]","(1 13 2 3 9 4 3 3 7 3 8 4 2 12 0 6 5 1 1 0 5 5 16 4 5 5 10 15 11 1 0 1 14 1,4 1 1 1 5 9 8 2 13 12 1 15 5 3 5 0 14 0 1 4 3 10 4 3 5 1 16 6 11 7 0 5 3 2)"
 34, 6,11,  6,  7,   ,combineS, 30,0.12,   0.000,"[1,13,2,3,9,4 3,3,7,3,8,4,2,12,0,6,5 1,1,0 5,5,16,4,5,5,10,15,11,1,0 1,14,1]","[4,1,1,1,5,9,8,2,13,12,1,15,5,3,5,0,14,0 1,4 3,10,4,3,5 1,16,6,11,7,0 5,3,2]","(1 13 2 3 9 4 3 3 7 3 8 4 2 12 0 6 5 1 1 0 5 5 16 4 5 5 10 15 11 1 0 1 14 1,4 1 1 1 5 9 8 2 13 12 1 15 5 3 5 0 14 0 1 4 3 10 4 3 5 1 16 6 11 7 0 5 3 2)"
 34, 6,11,  6,  7,   ,  greedy, 30,0.12,   0.003,"[1,13,2,3,9,4 3,3,7,3,8,4,2,12,0,6,5 1,1,0 5,5,16,4,5,5,10,15,11,1,0 1,14,1]","[4,1,1,1,5,9,8,2,13,12,1,15,5,3,5,0,14,0 1,4 3,10,4,3,5 1,16,6,11,7,0 5,3,2]","(1 13 2 3 9 4 3 3 7 3 8 4 2 12 0 6 5 1 1 0 5 5 16 4 5 5 10 15 11 1 0 1 14 1,4 1 1 1 5 9 8 2 13 12 1 15 5 3 5 0 14 0 1 4 3 10 4 3 5 1 16 6 11 7 0 5 3 2)"
 34, 6,11,  6,  7,  0,     pso, 30,0.12,   0.381,"[1,13,2,3,9,4 3,3,7,3,8,4,2,12,0,6,5 1,1,0 5,5,16,4,5,5,10,15,11,1,0 1,14,1]","[4,1,1,1,5,9,8,2,13,12,1,15,5,3,5,0,14,0 1,4 3,10,4,3,5 1,16,6,11,7,0 5,3,2]","(1 13 2 3 9 4 3 3 7 3 8 4 2 12 0 6 5 1 1 0 5 5 16 4 5 5 10 15 11 1 0 1 14 1,4 1 1 1 5 9 8 2 13 12 1 15 5 3 5 0 14 0 1 4 3 10 4 3 5 1 16 6 11 7 0 5 3 2)"
 34, 6,11,  6,  7,  0, psoPure, 30,0.12,   0.394,"[1,13,2,3,9,4 3,3,7,3,8,4,2,12,0,6,5,1 1,0 5,5,16,4,5,5,10,15,11,1,0 1,14,1]","[4,1,1 1,5,9,8,2,13,12,1,15,5,3,5,0,14,0 1,4,3,10,4 3,5,1,16,6,11,7,0 5,3,2]","(1 13 2 3 9 4 3 3 7 3 8 4 2 12 0 6 5 1 1 0 5 5 16 4 5 5 10 15 11 1 0 1 14 1,4 1 1 1 5 9 8 2 13 12 1 15 5 3 5 0 14 0 1 4 3 10 4 3 5 1 16 6 11 7 0 5 3 2)"
 34, 6,11,  6,  7,  0, psoComb, 30,0.12,   2.928,"[1,13,2,3,9,4 3,3,7,3,8,4,2,12,0,6,5 1,1,0 5,5,16,4,5,5,10,15,11,1,0 1,14,1]","[4,1,1,1,5,9,8,2,13,12,1,15,5,3,5,0,14,0 1,4 3,10,4,3,5 1,16,6,11,7,0 5,3,2]","(1 13 2 3 9 4 3 3 7 3 8 4 2 12 0 6 5 1 1 0 5 5 16 4 5 5 10 15 11 1 0 1 14 1,4 1 1 1 5 9 8 2 13 12 1 15 5 3 5 0 14 0 1 4 3 10 4 3 5 1 16 6 11 7 0 5 3 2)"
 34, 6,11,  6,  7,   ,     FPT, 30,0.12,1581.472,"[1,13,2,3,9,4,3,3,7,3,8,4,2,12,0,6,5,1,1,0,5,5,16,4,5,5,10,15,11,1,0,1,14,1]","[4,1,1,1,5,9,8,2,13,12,1,15,5,3,5,0,14,0,1,4,3,10,4,3,5,1,16,6,11,7,0,5,3,2]","(1 13 2 3 9 4 3 3 7 3 8 4 2 12 0 6 5 1 1 0 5 5 16 4 5 5 10 15 11 1 0 1 14 1,4 1 1 1 5 9 8 2 13 12 1 15 5 3 5 0 14 0 1 4 3 10 4 3 5 1 16 6 11 7 0 5 3 2)"
 34, 4,19,  5,  8,   , combine, 31,0.09,   0.000,"[4,10 4,8,22,23,11,12,20,6,9,0,16,0,14,15,4,7,18,19,2 2,1,2,4,17,1,24,21,2 1,1,13,2]","[1,16,17,7,0,20,15,14,19,0,12,22,4,23,8,6,4,1,10 4,13,21,2 2,4,24,11,1,18,2,9,2,2 1]","(4 10 4 8 22 23 11 12 20 6 9 0 16 0 14 15 4 7 18 19 2 2 1 2 4 17 1 24 21 2 1 1 13 2,1 16 17 7 0 20 15 14 19 0 12 22 4 23 8 6 4 1 10 4 13 21 2 2 4 24 11 1 18 2 9 2 2 1)"
 34, 4,19,  5,  8,   ,combineS, 29,0.15,   0.000,"[4,10 4,8,22,23,11,12,20,6,9,0,16,0,14,15,4,7,18,19,2 2 1,2 4,17,1,24,21 2,1,1,13,2]","[1,16,17,7,0,20,15,14,19,0,12,22,4,23,8,6,4,1,10 4,13,21 2,2 4,24,11,1,18,2,9,2 2 1]","(4 10 4 8 22 23 11 12 20 6 9 0 16 0 14 15 4 7 18 19 2 2 1 2 4 17 1 24 21 2 1 1 13 2,1 16 17 7 0 20 15 14 19 0 12 22 4 23 8 6 4 1 10 4 13 21 2 2 4 24 11 1 18 2 9 2 2 1)"
 34, 4,19,  5,  8,   ,  greedy, 29,0.15,   0.002,"[4,10 4,8,22,23,11,12,20,6,9,0,16,0,14,15,4,7,18,19,2 2 1,2 4,17,1,24,21 2,1,1,13,2]","[1,16,17,7,0,20,15,14,19,0,12,22,4,23,8,6,4,1,10 4,13,21 2,2 4,24,11,1,18,2,9,2 2 1]","(4 10 4 8 22 23 11 12 20 6 9 0 16 0 14 15 4 7 18 19 2 2 1 2 4 17 1 24 21 2 1 1 13 2,1 16 17 7 0 20 15 14 19 0 12 22 4 23 8 6 4 1 10 4 13 21 2 2 4 24 11 1 18 2 9 2 2 1)"
 34, 4,19,  5,  8,  0,     pso, 29,0.15,   0.399,"[4,10 4,8,22,23,11,12,20,6,9,0,16,0,14,15,4,7,18,19,2 2 1,2 4,17,1,24,21 2,1,1,13,2]","[1,16,17,7,0,20,15,14,19,0,12,22,4,23,8,6,4,1,10 4,13,21 2,2 4,24,11,1,18,2,9,2 2 1]","(4 10 4 8 22 23 11 12 20 6 9 0 16 0 14 15 4 7 18 19 2 2 1 2 4 17 1 24 21 2 1 1 13 2,1 16 17 7 0 20 15 14 19 0 12 22 4 23 8 6 4 1 10 4 13 21 2 2 4 24 11 1 18 2 9 2 2 1)"
 34, 4,19,  5,  8,  0, psoPure, 29,0.15,   0.393,"[4,10 4,8,22,23,11,12,20,6,9,0,16,0,14,15,4,7,18,19,2 2 1,2 4,17,1,24,21 2,1,1,13,2]","[1,16,17,7,0,20,15,14,19,0,12,22,4,23,8,6,4,1,10 4,13,21 2,2 4,24,11,1,18,2,9,2 2 1]","(4 10 4 8 22 23 11 12 20 6 9 0 16 0 14 15 4 7 18 19 2 2 1 2 4 17 1 24 21 2 1 1 13 2,1 16 17 7 0 20 15 14 19 0 12 22 4 23 8 6 4 1 10 4 13 21 2 2 4 24 11 1 18 2 9 2 2 1)"
 34, 4,19,  5,  8,  0, psoComb, 29,0.15,   3.197,"[4,10 4,8,22,23,11,12,20,6,9,0,16,0,14,15,4,7,18,19,2 2 1,2 4,17,1,24,21 2,1,1,13,2]","[1,16,17,7,0,20,15,14,19,0,12,22,4,23,8,6,4,1,10 4,13,21 2,2 4,24,11,1,18,2,9,2 2 1]","(4 10 4 8 22 23 11 12 20 6 9 0 16 0 14 15 4 7 18 19 2 2 1 2 4 17 1 24 21 2 1 1 13 2,1 16 17 7 0 20 15 14 19 0 12 22 4 23 8 6 4 1 10 4 13 21 2 2 4 24 11 1 18 2 9 2 2 1)"
 34, 4,19,  5,  8,   ,     FPT, 29,0.15,   1.187,"[4,10,4,8,22,23,11,12,20,6,9,0,16,0,14,15,4,7,18,19,2,2,1,2,4,17,1,24,21,2,1,1,13,2]","[1,16,17,7,0,20,15,14,19,0,12,22,4,23,8,6,4,1,10,4,13,21,2,2,4,24,11,1,18,2,9,2,2,1]","(4 10 4 8 22 23 11 12 20 6 9 0 16 0 14 15 4 7 18 19 2 2 1 2 4 17 1 24 21 2 1 1 13 2,1 16 17 7 0 20 15 14 19 0 12 22 4 23 8 6 4 1 10 4 13 21 2 2 4 24 11 1 18 2 9 2 2 1)"
 34, 6,20,  3,  4,   , combine, 30,0.12,   0.000,"[22,7,6,17,0,11,14 16,10,9,15,19,3,24,2,6,5,23,26,0,20,12,4 2,2 25,3,18,4,13,0 5,8,21]","[6,20,5,4,0,0,23,19,12,10,2 25,17,8,24,6,3,14 16,4 2,22,18,0 5,21,7,26,9,11,15,2,13,3]","(22 7 6 17 0 11 14 16 10 9 15 19 3 24 2 6 5 23 26 0 20 12 4 2 2 25 3 18 4 13 0 5 8 21,6 20 5 4 0 0 23 19 12 10 2 25 17 8 24 6 3 14 16 4 2 22 18 0 5 21 7 26 9 11 15 2 13 3)"
 34, 6,20,  3,  4,   ,combineS, 30,0.12,   0.000,"[22,7,6,17,0,11,14 16,10,9,15,19,3,24,2,6,5,23,26,0,20,12,4 2,2 25,3,18,4,13,0 5,8,21]","[6,20,5,4,0,0,23,19,12,10,2 25,17,8,24,6,3,14 16,4 2,22,18,0 5,21,7,26,9,11,15,2,13,3]","(22 7 6 17 0 11 14 16 10 9 15 19 3 24 2 6 5 23 26 0 20 12 4 2 2 25 3 18 4 13 0 5 8 21,6 20 5 4 0 0 23 19 12 10 2 25 17 8 24 6 3 14 16 4 2 22 18 0 5 21 7 26 9 11 15 2 13 3)"
 34, 6,20,  3,  4,   ,  greedy, 30,0.12,   0.002,"[22,7,6,17,0,11,14 16,10,9,15,19,3,24,2,6,5,23,26,0,20,12,4 2,2 25,3,18,4,13,0 5,8,21]","[6,20,5,4,0,0,23,19,12,10,2 25,17,8,24,6,3,14 16,4 2,22,18,0 5,21,7,26,9,11,15,2,13,3]","(22 7 6 17 0 11 14 16 10 9 15 19 3 24 2 6 5 23 26 0 20 12 4 2 2 25 3 18 4 13 0 5 8 21,6 20 5 4 0 0 23 19 12 10 2 25 17 8 24 6 3 14 16 4 2 22 18 0 5 21 7 26 9 11 15 2 13 3)"
 34, 6,20,  3,  4,  0,     pso, 30,0.12,   0.240,"[22,7,6,17,0,11,14 16,10,9,15,19,3,24,2,6,5,23,26,0,20,12,4 2,2 25,3,18,4,13,0 5,8,21]","[6,20,5,4,0,0,23,19,12,10,2 25,17,8,24,6,3,14 16,4 2,22,18,0 5,21,7,26,9,11,15,2,13,3]","(22 7 6 17 0 11 14 16 10 9 15 19 3 24 2 6 5 23 26 0 20 12 4 2 2 25 3 18 4 13 0 5 8 21,6 20 5 4 0 0 23 19 12 10 2 25 17 8 24 6 3 14 16 4 2 22 18 0 5 21 7 26 9 11 15 2 13 3)"
 34, 6,20,  3,  4,  0, psoPure, 30,0.12,   0.234,"[22,7,6,17,0,11,14 16,10,9,15,19,3,24,2,6,5,23,26,0,20,12,4 2,2 25,3,18,4,13,0 5,8,21]","[6,20,5,4,0,0,23,19,12,10,2 25,17,8,24,6,3,14 16,4 2,22,18,0 5,21,7,26,9,11,15,2,13,3]","(22 7 6 17 0 11 14 16 10 9 15 19 3 24 2 6 5 23 26 0 20 12 4 2 2 25 3 18 4 13 0 5 8 21,6 20 5 4 0 0 23 19 12 10 2 25 17 8 24 6 3 14 16 4 2 22 18 0 5 21 7 26 9 11 15 2 13 3)"
 34, 6,20,  3,  4,  0, psoComb, 30,0.12,   2.742,"[22,7,6,17,0,11,14 16,10,9,15,19,3,24,2,6,5,23,26,0,20,12,4 2,2 25,3,18,4,13,0 5,8,21]","[6,20,5,4,0,0,23,19,12,10,2 25,17,8,24,6,3,14 16,4 2,22,18,0 5,21,7,26,9,11,15,2,13,3]","(22 7 6 17 0 11 14 16 10 9 15 19 3 24 2 6 5 23 26 0 20 12 4 2 2 25 3 18 4 13 0 5 8 21,6 20 5 4 0 0 23 19 12 10 2 25 17 8 24 6 3 14 16 4 2 22 18 0 5 21 7 26 9 11 15 2 13 3)"
 34, 6,20,  3,  4,   ,     FPT, 30,0.12,   0.017,"[22,7,6,17,0,11,14,16,10,9,15,19,3,24,2,6,5,23,26,0,20,12,4,2,2,25,3,18,4,13,0,5,8,21]","[6,20,5,4,0,0,23,19,12,10,2,25,17,8,24,6,3,14,16,4,2,22,18,0,5,21,7,26,9,11,15,2,13,3]","(22 7 6 17 0 11 14 16 10 9 15 19 3 24 2 6 5 23 26 0 20 12 4 2 2 25 3 18 4 13 0 5 8 21,6 20 5 4 0 0 23 19 12 10 2 25 17 8 24 6 3 14 16 4 2 22 18 0 5 21 7 26 9 11 15 2 13 3)"
 34,10, 3,  5, 15,   , combine, 28,0.18,   0.000,"[11,9,3,8,0,5 2,12,2,3,0,5,7,8,9,7,6,3,2,8,4,10,1,1,9,1 8 3 1 4,6,1 3,7]","[11,3,6,1 8 3 1 4,9,2,4,8,5 2,7,1 3,1,0,8,10,5,9,8,2,1,6,7,3,7,9,12,0,3]","(11 9 3 8 0 5 2 12 2 3 0 5 7 8 9 7 6 3 2 8 4 10 1 1 9 1 8 3 1 4 6 1 3 7,11 3 6 1 8 3 1 4 9 2 4 8 5 2 7 1 3 1 0 8 10 5 9 8 2 1 6 7 3 7 9 12 0 3)"
 34,10, 3,  5, 15,   ,combineS, 28,0.18,   0.000,"[11,9,3,8,0,5 2,12,2,3,0,5,7,8,9,7,6,3,2,8,4,10,1,1,9,1 8 3 1 4,6,1 3,7]","[11,3,6,1 8 3 1 4,9,2,4,8,5 2,7,1 3,1,0,8,10,5,9,8,2,1,6,7,3,7,9,12,0,3]","(11 9 3 8 0 5 2 12 2 3 0 5 7 8 9 7 6 3 2 8 4 10 1 1 9 1 8 3 1 4 6 1 3 7,11 3 6 1 8 3 1 4 9 2 4 8 5 2 7 1 3 1 0 8 10 5 9 8 2 1 6 7 3 7 9 12 0 3)"
 34,10, 3,  5, 15,   ,  greedy, 28,0.18,   0.002,"[11,9,3,8,0,5 2,12,2,3,0,5,7,8,9,7,6,3,2,8,4,10,1,1,9,1 8 3 1 4,6,1,3 7]","[11,3,6,1 8 3 1 4,9,2,4,8,5 2,7,1,3,1,0,8,10,5,9,8,2,1,6,7,3 7,9,12,0,3]","(11 9 3 8 0 5 2 12 2 3 0 5 7 8 9 7 6 3 2 8 4 10 1 1 9 1 8 3 1 4 6 1 3 7,11 3 6 1 8 3 1 4 9 2 4 8 5 2 7 1 3 1 0 8 10 5 9 8 2 1 6 7 3 7 9 12 0 3)"
 34,10, 3,  5, 15,  0,     pso, 28,0.18,   0.619,"[11,9,3,8,0,5 2,12,2,3,0,5,7,8,9,7,6,3,2,8,4,10,1,1,9,1 8 3 1 4,6,1 3,7]","[11,3,6,1 8 3 1 4,9,2,4,8,5 2,7,1 3,1,0,8,10,5,9,8,2,1,6,7,3,7,9,12,0,3]","(11 9 3 8 0 5 2 12 2 3 0 5 7 8 9 7 6 3 2 8 4 10 1 1 9 1 8 3 1 4 6 1 3 7,11 3 6 1 8 3 1 4 9 2 4 8 5 2 7 1 3 1 0 8 10 5 9 8 2 1 6 7 3 7 9 12 0 3)"
 34,10, 3,  5, 15,  0, psoPure, 28,0.18,   0.645,"[11,9,3,8,0,5 2,12,2,3,0,5,7,8,9,7,6,3,2,8,4,10,1,1,9,1,8 3 1 4,6 1,3 7]","[11,3,6 1,8 3 1 4,9,2,4,8,5 2,7,1,3,1,0,8,10,5,9,8,2,1,6,7,3 7,9,12,0,3]","(11 9 3 8 0 5 2 12 2 3 0 5 7 8 9 7 6 3 2 8 4 10 1 1 9 1 8 3 1 4 6 1 3 7,11 3 6 1 8 3 1 4 9 2 4 8 5 2 7 1 3 1 0 8 10 5 9 8 2 1 6 7 3 7 9 12 0 3)"
 34,10, 3,  5, 15,  0, psoComb, 28,0.18,   3.578,"[11,9,3,8,0,5 2,12,2,3,0,5,7,8,9,7,6,3,2,8,4,10,1,1,9,1 8 3 1 4,6,1 3,7]","[11,3,6,1 8 3 1 4,9,2,4,8,5 2,7,1 3,1,0,8,10,5,9,8,2,1,6,7,3,7,9,12,0,3]","(11 9 3 8 0 5 2 12 2 3 0 5 7 8 9 7 6 3 2 8 4 10 1 1 9 1 8 3 1 4 6 1 3 7,11 3 6 1 8 3 1 4 9 2 4 8 5 2 7 1 3 1 0 8 10 5 9 8 2 1 6 7 3 7 9 12 0 3)"
 34,10, 3,  5, 15,   ,     FPT, 27,0.21, 134.377,"[11,9,3,8,0,5,2,12,2,3,0,5,7,8,9,7,6,3,2,8,4,10,1,1,9,1,8,3,1,4,6,1,3,7]","[11,3,6,1,8,3,1,4,9,2,4,8,5,2,7,1,3,1,0,8,10,5,9,8,2,1,6,7,3,7,9,12,0,3]","(11 9 3 8 0 5 2 12 2 3 0 5 7 8 9 7 6 3 2 8 4 10 1 1 9 1 8 3 1 4 6 1 3 7,11 3 6 1 8 3 1 4 9 2 4 8 5 2 7 1 3 1 0 8 10 5 9 8 2 1 6 7 3 7 9 12 0 3)"
 34, 7,10,  5,  6,   , combine, 30,0.12,   0.000,"[1,14,7,6 1,5,8,3,1 3,1,4,5 3,1,12,6,13,5,11,0,16,10,4,2,2,2,9,15,6,0 2,0,3]","[1,16,11,9,2,5 3,10,15,0,6 1,2,4,1,6,14,2,0,1,6,1 3,5,0 2,5,7,4,3,3,8,12,13]","(1 14 7 6 1 5 8 3 1 3 1 4 5 3 1 12 6 13 5 11 0 16 10 4 2 2 2 9 15 6 0 2 0 3,1 16 11 9 2 5 3 10 15 0 6 1 2 4 1 6 14 2 0 1 6 1 3 5 0 2 5 7 4 3 3 8 12 13)"
 34, 7,10,  5,  6,   ,combineS, 30,0.12,   0.000,"[1,14,7,6 1,5,8,3,1 3,1,4,5 3,1,12,6,13,5,11,0,16,10,4,2,2,2,9,15,6,0 2,0,3]","[1,16,11,9,2,5 3,10,15,0,6 1,2,4,1,6,14,2,0,1,6,1 3,5,0 2,5,7,4,3,3,8,12,13]","(1 14 7 6 1 5 8 3 1 3 1 4 5 3 1 12 6 13 5 11 0 16 10 4 2 2 2 9 15 6 0 2 0 3,1 16 11 9 2 5 3 10 15 0 6 1 2 4 1 6 14 2 0 1 6 1 3 5 0 2 5 7 4 3 3 8 12 13)"
 34, 7,10,  5,  6,   ,  greedy, 30,0.12,   0.002,"[1,14,7,6 1,5,8,3,1 3,1,4,5 3,1,12,6,13,5,11,0,16,10,4,2,2,2,9,15,6,0,2 0,3]","[1,16,11,9,2,5 3,10,15,0,6 1,2,4,1,6,14,2 0,1,6,1 3,5,0,2,5,7,4,3,3,8,12,13]","(1 14 7 6 1 5 8 3 1 3 1 4 5 3 1 12 6 13 5 11 0 16 10 4 2 2 2 9 15 6 0 2 0 3,1 16 11 9 2 5 3 10 15 0 6 1 2 4 1 6 14 2 0 1 6 1 3 5 0 2 5 7 4 3 3 8 12 13)"
 34, 7,10,  5,  6,  0,     pso, 30,0.12,   0.372,"[1,14,7,6 1,5,8,3,1 3,1,4,5 3,1,12,6,13,5,11,0,16,10,4,2,2,2,9,15,6,0 2,0,3]","[1,16,11,9,2,5 3,10,15,0,6 1,2,4,1,6,14,2,0,1,6,1 3,5,0 2,5,7,4,3,3,8,12,13]","(1 14 7 6 1 5 8 3 1 3 1 4 5 3 1 12 6 13 5 11 0 16 10 4 2 2 2 9 15 6 0 2 0 3,1 16 11 9 2 5 3 10 15 0 6 1 2 4 1 6 14 2 0 1 6 1 3 5 0 2 5 7 4 3 3 8 12 13)"
 34, 7,10,  5,  6,  0, psoPure, 30,0.12,   0.366,"[1,14,7,6 1,5,8,3,1 3,1,4,5 3,1,12,6,13,5,11,0,16,10,4,2,2,2,9,15,6,0 2,0,3]","[1,16,11,9,2,5 3,10,15,0,6 1,2,4,1,6,14,2,0,1,6,1 3,5,0 2,5,7,4,3,3,8,12,13]","(1 14 7 6 1 5 8 3 1 3 1 4 5 3 1 12 6 13 5 11 0 16 10 4 2 2 2 9 15 6 0 2 0 3,1 16 11 9 2 5 3 10 15 0 6 1 2 4 1 6 14 2 0 1 6 1 3 5 0 2 5 7 4 3 3 8 12 13)"
 34, 7,10,  5,  6,  0, psoComb, 30,0.12,   2.965,"[1,14,7,6 1,5,8,3,1 3,1,4,5 3,1,12,6,13,5,11,0,16,10,4,2,2,2,9,15,6,0 2,0,3]","[1,16,11,9,2,5 3,10,15,0,6 1,2,4,1,6,14,2,0,1,6,1 3,5,0 2,5,7,4,3,3,8,12,13]","(1 14 7 6 1 5 8 3 1 3 1 4 5 3 1 12 6 13 5 11 0 16 10 4 2 2 2 9 15 6 0 2 0 3,1 16 11 9 2 5 3 10 15 0 6 1 2 4 1 6 14 2 0 1 6 1 3 5 0 2 5 7 4 3 3 8 12 13)"
 34, 7,10,  5,  6,   ,     FPT, 29,0.15, 133.353,"[1,14,7,6,1,5,8,3,1,3,1,4,5,3,1,12,6,13,5,11,0,16,10,4,2,2,2,9,15,6,0,2,0,3]","[1,16,11,9,2,5,3,10,15,0,6,1,2,4,1,6,14,2,0,1,6,1,3,5,0,2,5,7,4,3,3,8,12,13]","(1 14 7 6 1 5 8 3 1 3 1 4 5 3 1 12 6 13 5 11 0 16 10 4 2 2 2 9 15 6 0 2 0 3,1 16 11 9 2 5 3 10 15 0 6 1 2 4 1 6 14 2 0 1 6 1 3 5 0 2 5 7 4 3 3 8 12 13)"
 35, 8,14,  6,  7,   , combine, 29,0.18,   0.000,"[11,1,21,4,2,20,6,5,19,23,13,4 3,3,14,18,2,10,5,0 8,3 12,17,8,3,6,1,3 22 16,2 15,0,3]","[13,20,3,4 3,18,4,14,3,2 15,6,6,17,0,1,2,11,3 22 16,8,5,5,3 12,0 8,19,3,1,10,23,21,2]","(11 1 21 4 2 20 6 5 19 23 13 4 3 3 14 18 2 10 5 0 8 3 12 17 8 3 6 1 3 22 16 2 15 0 3,13 20 3 4 3 18 4 14 3 2 15 6 6 17 0 1 2 11 3 22 16 8 5 5 3 12 0 8 19 3 1 10 23 21 2)"
 35, 8,14,  6,  7,   ,combineS, 29,0.18,   0.000,"[11,1,21,4,2,20,6,5,19,23,13,4 3,3,14,18,2,10,5,0 8,3 12,17,8,3,6,1,3 22 16,2 15,0,3]","[13,20,3,4 3,18,4,14,3,2 15,6,6,17,0,1,2,11,3 22 16,8,5,5,3 12,0 8,19,3,1,10,23,21,2]","(11 1 21 4 2 20 6 5 19 23 13 4 3 3 14 18 2 10 5 0 8 3 12 17 8 3 6 1 3 22 16 2 15 0 3,13 20 3 4 3 18 4 14 3 2 15 6 6 17 0 1 2 11 3 22 16 8 5 5 3 12 0 8 19 3 1 10 23 21 2)"
 35, 8,14,  6,  7,   ,  greedy, 29,0.18,   0.002,"[11,1,21,4,2,20,6,5,19,23,13,4 3,3,14,18,2,10,5,0 8,3 12,17,8,3,6,1,3 22 16,2 15,0,3]","[13,20,3,4 3,18,4,14,3,2 15,6,6,17,0,1,2,11,3 22 16,8,5,5,3 12,0 8,19,3,1,10,23,21,2]","(11 1 21 4 2 20 6 5 19 23 13 4 3 3 14 18 2 10 5 0 8 3 12 17 8 3 6 1 3 22 16 2 15 0 3,13 20 3 4 3 18 4 14 3 2 15 6 6 17 0 1 2 11 3 22 16 8 5 5 3 12 0 8 19 3 1 10 23 21 2)"
 35, 8,14,  6,  7,  0,     pso, 29,0.18,   0.432,"[11,1,21,4,2,20,6,5,19,23,13,4 3,3,14,18,2,10,5,0 8,3 12,17,8,3,6,1,3 22 16,2 15,0,3]","[13,20,3,4 3,18,4,14,3,2 15,6,6,17,0,1,2,11,3 22 16,8,5,5,3 12,0 8,19,3,1,10,23,21,2]","(11 1 21 4 2 20 6 5 19 23 13 4 3 3 14 18 2 10 5 0 8 3 12 17 8 3 6 1 3 22 16 2 15 0 3,13 20 3 4 3 18 4 14 3 2 15 6 6 17 0 1 2 11 3 22 16 8 5 5 3 12 0 8 19 3 1 10 23 21 2)"
 35, 8,14,  6,  7,  0, psoPure, 29,0.18,   0.445,"[11,1,21,4,2,20,6,5,19,23,13,4 3,3,14,18,2,10,5,0 8,3 12,17,8,3,6,1,3 22 16,2 15,0,3]","[13,20,3,4 3,18,4,14,3,2 15,6,6,17,0,1,2,11,3 22 16,8,5,5,3 12,0 8,19,3,1,10,23,21,2]","(11 1 21 4 2 20 6 5 19 23 13 4 3 3 14 18 2 10 5 0 8 3 12 17 8 3 6 1 3 22 16 2 15 0 3,13 20 3 4 3 18 4 14 3 2 15 6 6 17 0 1 2 11 3 22 16 8 5 5 3 12 0 8 19 3 1 10 23 21 2)"
 35, 8,14,  6,  7,  0, psoComb, 29,0.18,   3.442,"[11,1,21,4,2,20,6,5,19,23,13,4 3,3,14,18,2,10,5,0 8,3 12,17,8,3,6,1,3 22 16,2 15,0,3]","[13,20,3,4 3,18,4,14,3,2 15,6,6,17,0,1,2,11,3 22 16,8,5,5,3 12,0 8,19,3,1,10,23,21,2]","(11 1 21 4 2 20 6 5 19 23 13 4 3 3 14 18 2 10 5 0 8 3 12 17 8 3 6 1 3 22 16 2 15 0 3,13 20 3 4 3 18 4 14 3 2 15 6 6 17 0 1 2 11 3 22 16 8 5 5 3 12 0 8 19 3 1 10 23 21 2)"
 35, 8,14,  6,  7,   ,     FPT, 29,0.18,   0.573,"[11,1,21,4,2,20,6,5,19,23,13,4,3,3,14,18,2,10,5,0,8,3,12,17,8,3,6,1,3,22,16,2,15,0,3]","[13,20,3,4,3,18,4,14,3,2,15,6,6,17,0,1,2,11,3,22,16,8,5,5,3,12,0,8,19,3,1,10,23,21,2]","(11 1 21 4 2 20 6 5 19 23 13 4 3 3 14 18 2 10 5 0 8 3 12 17 8 3 6 1 3 22 16 2 15 0 3,13 20 3 4 3 18 4 14 3 2 15 6 6 17 0 1 2 11 3 22 16 8 5 5 3 12 0 8 19 3 1 10 23 21 2)"
 35, 5,20,  6,  5,   , combine, 32,0.09,   0.000,"[13,6 19,12,16,18 2,24,7,11,2 5,4,0,2,21,22,20,14,0,1,23,8,15,4,5,2,2,25,17,9,10,1,2,5]","[2,0,20,23,11,16,25,4,6 19,1,17,10,13,2,14,15,2 5,8,2,24,1,12,2,9,5,0,5,21,7,4,22,18 2]","(13 6 19 12 16 18 2 24 7 11 2 5 4 0 2 21 22 20 14 0 1 23 8 15 4 5 2 2 25 17 9 10 1 2 5,2 0 20 23 11 16 25 4 6 19 1 17 10 13 2 14 15 2 5 8 2 24 1 12 2 9 5 0 5 21 7 4 22 18 2)"
 35, 5,20,  6,  5,   ,combineS, 32,0.09,   0.000,"[13,6 19,12,16,18 2,24,7,11,2 5,4,0,2,21,22,20,14,0,1,23,8,15,4,5,2,2,25,17,9,10,1,2,5]","[2,0,20,23,11,16,25,4,6 19,1,17,10,13,2,14,15,2 5,8,2,24,1,12,2,9,5,0,5,21,7,4,22,18 2]","(13 6 19 12 16 18 2 24 7 11 2 5 4 0 2 21 22 20 14 0 1 23 8 15 4 5 2 2 25 17 9 10 1 2 5,2 0 20 23 11 16 25 4 6 19 1 17 10 13 2 14 15 2 5 8 2 24 1 12 2 9 5 0 5 21 7 4 22 18 2)"
