size,repeats,singles,maxRepeat,edges,psoIter,heuristic,blocks,score,time,left,right,pair
 27, 5, 5,  6, 12,   ,     FPT, 20,0.27, 962.274,"[0,1,4,0,6,1,7,4,4,3,4,2,3,9,0,1,4,10,3,1,0,2,3,1,3,8,4]","[1,3,10,1,1,2,2,7,0,3,3,1,4,1,9,3,6,4,0,8,4,0,0,4,4,4,3]","(0 1 4 0 6 1 7 4 4 3 4 2 3 9 0 1 4 10 3 1 0 2 3 1 3 8 4,1 3 10 1 1 2 2 7 0 3 3 1 4 1 9 3 6 4 0 8 4 0 0 4 4 4 3)"
 27, 4,17,  4,  3,   , combine, 24,0.12,   0.000,"[0,9,2,4,16,11,3,10,19,3,12 20,3 5,18,8,15 3,13,7,17,0,2,1,14,1,6]","[18,10,13,1,1,3,15 3,7,4,0,12 20,11,16,3,17,14,8,9,3 5,19,2,0,6,2]","(0 9 2 4 16 11 3 10 19 3 12 20 3 5 18 8 15 3 13 7 17 0 2 1 14 1 6,18 10 13 1 1 3 15 3 7 4 0 12 20 11 16 3 17 14 8 9 3 5 19 2 0 6 2)"
 27, 4,17,  4,  3,   ,combineS, 24,0.12,   0.000,"[0,9,2,4,16,11,3,10,19,3,12 20,3 5,18,8,15 3,13,7,17,0,2,1,14,1,6]","[18,10,13,1,1,3,15 3,7,4,0,12 20,11,16,3,17,14,8,9,3 5,19,2,0,6,2]","(0 9 2 4 16 11 3 10 19 3 12 20 3 5 18 8 15 3 13 7 17 0 2 1 14 1 6,18 10 13 1 1 3 15 3 7 4 0 12 20 11 16 3 17 14 8 9 3 5 19 2 0 6 2)"
 27, 4,17,  4,  3,   ,  greedy, 24,0.12,   0.001,"[0,9,2,4,16,11,3,10,19,3,12 20,3 5,18,8,15 3,13,7,17,0,2,1,14,1,6]","[18,10,13,1,1,3,15 3,7,4,0,12 20,11,16,3,17,14,8,9,3 5,19,2,0,6,2]","(0 9 2 4 16 11 3 10 19 3 12 20 3 5 18 8 15 3 13 7 17 0 2 1 14 1 6,18 10 13 1 1 3 15 3 7 4 0 12 20 11 16 3 17 14 8 9 3 5 19 2 0 6 2)"
 27, 4,17,  4,  3,  0,     pso, 24,0.12,   0.133,"[0,9,2,4,16,11,3,10,19,3,12 20,3 5,18,8,15 3,13,7,17,0,2,1,14,1,6]","[18,10,13,1,1,3,15 3,7,4,0,12 20,11,16,3,17,14,8,9,3 5,19,2,0,6,2]","(0 9 2 4 16 11 3 10 19 3 12 20 3 5 18 8 15 3 13 7 17 0 2 1 14 1 6,18 10 13 1 1 3 15 3 7 4 0 12 20 11 16 3 17 14 8 9 3 5 19 2 0 6 2)"
 27, 4,17,  4,  3,  0, psoPure, 24,0.12,   0.129,"[0,9,2,4,16,11,3,10,19,3,12 20,3 5,18,8,15 3,13,7,17,0,2,1,14,1,6]","[18,10,13,1,1,3,15 3,7,4,0,12 20,11,16,3,17,14,8,9,3 5,19,2,0,6,2]","(0 9 2 4 16 11 3 10 19 3 12 20 3 5 18 8 15 3 13 7 17 0 2 1 14 1 6,18 10 13 1 1 3 15 3 7 4 0 12 20 11 16 3 17 14 8 9 3 5 19 2 0 6 2)"
 27, 4,17,  4,  3,  0, psoComb, 24,0.12,   1.803,"[0,9,2,4,16,11,3,10,19,3,12 20,3 5,18,8,15 3,13,7,17,0,2,1,14,1,6]","[18,10,13,1,1,3,15 3,7,4,0,12 20,11,16,3,17,14,8,9,3 5,19,2,0,6,2]","(0 9 2 4 16 11 3 10 19 3 12 20 3 5 18 8 15 3 13 7 17 0 2 1 14 1 6,18 10 13 1 1 3 15 3 7 4 0 12 20 11 16 3 17 14 8 9 3 5 19 2 0 6 2)"
 27, 4,17,  4,  3,   ,     FPT, 24,0.12,   0.023,"[0,9,2,4,16,11,3,10,19,3,12,20,3,5,18,8,15,3,13,7,17,0,2,1,14,1,6]","[18,10,13,1,1,3,15,3,7,4,0,12,20,11,16,3,17,14,8,9,3,5,19,2,0,6,2]","(0 9 2 4 16 11 3 10 19 3 12 20 3 5 18 8 15 3 13 7 17 0 2 1 14 1 6,18 10 13 1 1 3 15 3 7 4 0 12 20 11 16 3 17 14 8 9 3 5 19 2 0 6 2)"
 27, 5,11,  5, 10,   , combine, 22,0.19,   0.000,"[8,2,6,1,17,9,4 1,16,10,15,18,11 13 5,6,2,5,5,14 6,6 6,4,4,12,4]","[6 6,4 1,4,2,10,17,6,4,11 13 5,4,5,15,2,12,6,14 6,8,5,16,18,1,9]","(8 2 6 1 17 9 4 1 16 10 15 18 11 13 5 6 2 5 5 14 6 6 6 4 4 12 4,6 6 4 1 4 2 10 17 6 4 11 13 5 4 5 15 2 12 6 14 6 8 5 16 18 1 9)"
 27, 5,11,  5, 10,   ,combineS, 22,0.19,   0.000,"[8,2,6,1,17,9,4 1,16,10,15,18,11 13 5,6,2,5,5,14 6,6 6,4,4,12,4]","[6 6,4 1,4,2,10,17,6,4,11 13 5,4,5,15,2,12,6,14 6,8,5,16,18,1,9]","(8 2 6 1 17 9 4 1 16 10 15 18 11 13 5 6 2 5 5 14 6 6 6 4 4 12 4,6 6 4 1 4 2 10 17 6 4 11 13 5 4 5 15 2 12 6 14 6 8 5 16 18 1 9)"
 27, 5,11,  5, 10,   ,  greedy, 22,0.19,   0.001,"[8,2,6,1,17,9,4,1,16,10,15,18,11 13 5,6,2,5,5,14 6,6 6 4,4,12,4]","[6 6 4,1,4,2,10,17,6,4,11 13 5,4,5,15,2,12,6,14 6,8,5,16,18,1,9]","(8 2 6 1 17 9 4 1 16 10 15 18 11 13 5 6 2 5 5 14 6 6 6 4 4 12 4,6 6 4 1 4 2 10 17 6 4 11 13 5 4 5 15 2 12 6 14 6 8 5 16 18 1 9)"
 27, 5,11,  5, 10,  0,     pso, 22,0.19,   0.492,"[8,2,6,1,17,9,4,1,16,10,15,18,11 13 5,6,2,5,5,14 6,6 6 4,4,12,4]","[6 6 4,1,4,2,10,17,6,4,11 13 5,4,5,15,2,12,6,14 6,8,5,16,18,1,9]","(8 2 6 1 17 9 4 1 16 10 15 18 11 13 5 6 2 5 5 14 6 6 6 4 4 12 4,6 6 4 1 4 2 10 17 6 4 11 13 5 4 5 15 2 12 6 14 6 8 5 16 18 1 9)"
 27, 5,11,  5, 10,  0, psoPure, 22,0.19,   0.520,"[8,2,6,1,17,9,4 1,16,10,15,18,11 13 5,6,2,5,5,14,6 6,6 4,4,12,4]","[6 6,4 1,4,2,10,17,6 4,11 13 5,4,5,15,2,12,6,14,6,8,5,16,18,1,9]","(8 2 6 1 17 9 4 1 16 10 15 18 11 13 5 6 2 5 5 14 6 6 6 4 4 12 4,6 6 4 1 4 2 10 17 6 4 11 13 5 4 5 15 2 12 6 14 6 8 5 16 18 1 9)"
 27, 5,11,  5, 10,  0, psoComb, 22,0.19,   2.443,"[8,2,6,1,17,9,4,1,16,10,15,18,11 13 5,6,2,5,5,14 6,6 6 4,4,12,4]","[6 6 4,1,4,2,10,17,6,4,11 13 5,4,5,15,2,12,6,14 6,8,5,16,18,1,9]","(8 2 6 1 17 9 4 1 16 10 15 18 11 13 5 6 2 5 5 14 6 6 6 4 4 12 4,6 6 4 1 4 2 10 17 6 4 11 13 5 4 5 15 2 12 6 14 6 8 5 16 18 1 9)"
 27, 5,11,  5, 10,   ,     FPT, 22,0.19,   0.263,"[8,2,6,1,17,9,4,1,16,10,15,18,11,13,5,6,2,5,5,14,6,6,6,4,4,12,4]","[6,6,4,1,4,2,10,17,6,4,11,13,5,4,5,15,2,12,6,14,6,8,5,16,18,1,9]","(8 2 6 1 17 9 4 1 16 10 15 18 11 13 5 6 2 5 5 14 6 6 6 4 4 12 4,6 6 4 1 4 2 10 17 6 4 11 13 5 4 5 15 2 12 6 14 6 8 5 16 18 1 9)"
 27, 5,12,  5,  7,   , combine, 23,0.15,   0.000,"[4 0,3,15,7,12 1,6,1,14,11,6,4,13,17,10 1,1,9,16,18,8 4,1,3,0,4]","[14,4,7,16,0,3,1,18,3,9,13,12 1,8 4,4,6,15,10 1,17,1,6,4 0,11,1]","(4 0 3 15 7 12 1 6 1 14 11 6 4 13 17 10 1 1 9 16 18 8 4 1 3 0 4,14 4 7 16 0 3 1 18 3 9 13 12 1 8 4 4 6 15 10 1 17 1 6 4 0 11 1)"
 27, 5,12,  5,  7,   ,combineS, 23,0.15,   0.000,"[4 0,3,15,7,12 1,6,1,14,11,6,4,13,17,10 1,1,9,16,18,8 4,1,3,0,4]","[14,4,7,16,0,3,1,18,3,9,13,12 1,8 4,4,6,15,10 1,17,1,6,4 0,11,1]","(4 0 3 15 7 12 1 6 1 14 11 6 4 13 17 10 1 1 9 16 18 8 4 1 3 0 4,14 4 7 16 0 3 1 18 3 9 13 12 1 8 4 4 6 15 10 1 17 1 6 4 0 11 1)"
 27, 5,12,  5,  7,   ,  greedy, 22,0.19,   0.001,"[4,0 3,15,7,12 1,6,1,14,11,6 4,13,17,10 1,1,9,16,18,8 4,1,3,0,4]","[14,4,7,16,0 3,1,18,3,9,13,12 1,8 4,4,6,15,10 1,17,1,6 4,0,11,1]","(4 0 3 15 7 12 1 6 1 14 11 6 4 13 17 10 1 1 9 16 18 8 4 1 3 0 4,14 4 7 16 0 3 1 18 3 9 13 12 1 8 4 4 6 15 10 1 17 1 6 4 0 11 1)"
 27, 5,12,  5,  7,  0,     pso, 22,0.19,   0.490,"[4,0 3,15,7,12 1,6,1,14,11,6 4,13,17,10 1,1,9,16,18,8 4,1,3,0,4]","[14,4,7,16,0 3,1,18,3,9,13,12 1,8 4,4,6,15,10 1,17,1,6 4,0,11,1]","(4 0 3 15 7 12 1 6 1 14 11 6 4 13 17 10 1 1 9 16 18 8 4 1 3 0 4,14 4 7 16 0 3 1 18 3 9 13 12 1 8 4 4 6 15 10 1 17 1 6 4 0 11 1)"
 27, 5,12,  5,  7,  0, psoPure, 22,0.19,   0.479,"[4,0 3,15,7,12 1,6,1,14,11,6 4,13,17,10 1,1,9,16,18,8 4,1,3,0,4]","[14,4,7,16,0 3,1,18,3,9,13,12 1,8 4,4,6,15,10 1,17,1,6 4,0,11,1]","(4 0 3 15 7 12 1 6 1 14 11 6 4 13 17 10 1 1 9 16 18 8 4 1 3 0 4,14 4 7 16 0 3 1 18 3 9 13 12 1 8 4 4 6 15 10 1 17 1 6 4 0 11 1)"
 27, 5,12,  5,  7,  0, psoComb, 22,0.19,   2.085,"[4,0 3,15,7,12 1,6,1,14,11,6 4,13,17,10 1,1,9,16,18,8 4,1,3,0,4]","[14,4,7,16,0 3,1,18,3,9,13,12 1,8 4,4,6,15,10 1,17,1,6 4,0,11,1]","(4 0 3 15 7 12 1 6 1 14 11 6 4 13 17 10 1 1 9 16 18 8 4 1 3 0 4,14 4 7 16 0 3 1 18 3 9 13 12 1 8 4 4 6 15 10 1 17 1 6 4 0 11 1)"
 27, 5,12,  5,  7,   ,     FPT, 22,0.19,   1.028,"[4,0,3,15,7,12,1,6,1,14,11,6,4,13,17,10,1,1,9,16,18,8,4,1,3,0,4]","[14,4,7,16,0,3,1,18,3,9,13,12,1,8,4,4,6,15,10,1,17,1,6,4,0,11,1]","(4 0 3 15 7 12 1 6 1 14 11 6 4 13 17 10 1 1 9 16 18 8 4 1 3 0 4,14 4 7 16 0 3 1 18 3 9 13 12 1 8 4 4 6 15 10 1 17 1 6 4 0 11 1)"
 27, 4,15,  4,  4,   , combine, 23,0.15,   0.000,"[5,15 2,13,4,2,2,10 4,14,3,12,11,7,1,1 9,19,4,17,8 6,16,18,1,2,3]","[2,8 6,2,5,13,10 4,12,3,17,16,4,1 9,2,15 2,4,18,11,3,1,14,19,1,7]","(5 15 2 13 4 2 2 10 4 14 3 12 11 7 1 1 9 19 4 17 8 6 16 18 1 2 3,2 8 6 2 5 13 10 4 12 3 17 16 4 1 9 2 15 2 4 18 11 3 1 14 19 1 7)"
 27, 4,15,  4,  4,   ,combineS, 23,0.15,   0.000,"[5,15 2,13,4,2,2,10 4,14,3,12,11,7,1,1 9,19,4,17,8 6,16,18,1,2,3]","[2,8 6,2,5,13,10 4,12,3,17,16,4,1 9,2,15 2,4,18,11,3,1,14,19,1,7]","(5 15 2 13 4 2 2 10 4 14 3 12 11 7 1 1 9 19 4 17 8 6 16 18 1 2 3,2 8 6 2 5 13 10 4 12 3 17 16 4 1 9 2 15 2 4 18 11 3 1 14 19 1 7)"
 27, 4,15,  4,  4,   ,  greedy, 23,0.15,   0.001,"[5,15 2,13,4,2,2,10 4,14,3,12,11,7,1,1 9,19,4,17,8 6,16,18,1,2,3]","[2,8 6,2,5,13,10 4,12,3,17,16,4,1 9,2,15 2,4,18,11,3,1,14,19,1,7]","(5 15 2 13 4 2 2 10 4 14 3 12 11 7 1 1 9 19 4 17 8 6 16 18 1 2 3,2 8 6 2 5 13 10 4 12 3 17 16 4 1 9 2 15 2 4 18 11 3 1 14 19 1 7)"
 27, 4,15,  4,  4,  0,     pso, 23,0.15,   0.248,"[5,15 2,13,4,2,2,10 4,14,3,12,11,7,1,1 9,19,4,17,8 6,16,18,1,2,3]","[2,8 6,2,5,13,10 4,12,3,17,16,4,1 9,2,15 2,4,18,11,3,1,14,19,1,7]","(5 15 2 13 4 2 2 10 4 14 3 12 11 7 1 1 9 19 4 17 8 6 16 18 1 2 3,2 8 6 2 5 13 10 4 12 3 17 16 4 1 9 2 15 2 4 18 11 3 1 14 19 1 7)"
 27, 4,15,  4,  4,  0, psoPure, 23,0.15,   0.245,"[5,15 2,13,4,2,2,10 4,14,3,12,11,7,1,1 9,19,4,17,8 6,16,18,1,2,3]","[2,8 6,2,5,13,10 4,12,3,17,16,4,1 9,2,15 2,4,18,11,3,1,14,19,1,7]","(5 15 2 13 4 2 2 10 4 14 3 12 11 7 1 1 9 19 4 17 8 6 16 18 1 2 3,2 8 6 2 5 13 10 4 12 3 17 16 4 1 9 2 15 2 4 18 11 3 1 14 19 1 7)"
 27, 4,15,  4,  4,  0, psoComb, 23,0.15,   1.899,"[5,15 2,13,4,2,2,10 4,14,3,12,11,7,1,1 9,19,4,17,8 6,16,18,1,2,3]","[2,8 6,2,5,13,10 4,12,3,17,16,4,1 9,2,15 2,4,18,11,3,1,14,19,1,7]","(5 15 2 13 4 2 2 10 4 14 3 12 11 7 1 1 9 19 4 17 8 6 16 18 1 2 3,2 8 6 2 5 13 10 4 12 3 17 16 4 1 9 2 15 2 4 18 11 3 1 14 19 1 7)"
 27, 4,15,  4,  4,   ,     FPT, 23,0.15,   0.030,"[5,15,2,13,4,2,2,10,4,14,3,12,11,7,1,1,9,19,4,17,8,6,16,18,1,2,3]","[2,8,6,2,5,13,10,4,12,3,17,16,4,1,9,2,15,2,4,18,11,3,1,14,19,1,7]","(5 15 2 13 4 2 2 10 4 14 3 12 11 7 1 1 9 19 4 17 8 6 16 18 1 2 3,2 8 6 2 5 13 10 4 12 3 17 16 4 1 9 2 15 2 4 18 11 3 1 14 19 1 7)"
 27, 5, 6,  5, 13,   , combine, 20,0.27,   0.000,"[6 13,3,8,0 0,4,6 0,4,3,2 3,9,0,6,6,11,4 2,2,2,12,0 10,6 2]","[6,4,4,0,3,6,8,3,12,0 0,0 10,11,2,4 2,2 3,6 2,6 0,6 13,9,2]","(6 13 3 8 0 0 4 6 0 4 3 2 3 9 0 6 6 11 4 2 2 2 12 0 10 6 2,6 4 4 0 3 6 8 3 12 0 0 0 10 11 2 4 2 2 3 6 2 6 0 6 13 9 2)"
 27, 5, 6,  5, 13,   ,combineS, 20,0.27,   0.000,"[6 13,3,8,0 0,4,6 0,4,3,2 3,9,0,6,6,11,4 2,2,2,12 0,10,6 2]","[6,4,4,0,3,6,8,3,12 0,0 0,10,11,2,4 2,2 3,6 2,6 0,6 13,9,2]","(6 13 3 8 0 0 4 6 0 4 3 2 3 9 0 6 6 11 4 2 2 2 12 0 10 6 2,6 4 4 0 3 6 8 3 12 0 0 0 10 11 2 4 2 2 3 6 2 6 0 6 13 9 2)"
 27, 5, 6,  5, 13,   ,  greedy, 20,0.27,   0.001,"[6 13,3,8,0 0,4,6 0,4,3,2,3,9,0,6,6,11,4 2 2,2,12 0,10,6 2]","[6,4,4,0,3,6,8,3,12 0,0 0,10,11,2,4 2 2,3,6 2,6 0,6 13,9,2]","(6 13 3 8 0 0 4 6 0 4 3 2 3 9 0 6 6 11 4 2 2 2 12 0 10 6 2,6 4 4 0 3 6 8 3 12 0 0 0 10 11 2 4 2 2 3 6 2 6 0 6 13 9 2)"
 27, 5, 6,  5, 13,  0,     pso, 20,0.27,   1.013,"[6 13,3,8,0 0,4,6 0,4,3,2,3,9,0,6,6,11,4 2 2,2,12,0 10,6 2]","[6,4,4,0,3,6,8,3,12,0 0,0 10,11,2,4 2 2,3,6 2,6 0,6 13,9,2]","(6 13 3 8 0 0 4 6 0 4 3 2 3 9 0 6 6 11 4 2 2 2 12 0 10 6 2,6 4 4 0 3 6 8 3 12 0 0 0 10 11 2 4 2 2 3 6 2 6 0 6 13 9 2)"
 27, 5, 6,  5, 13,  0, psoPure, 20,0.27,   1.017,"[6 13,3,8,0 0,4,6 0,4,3,2 3,9,0,6,6,11,4 2,2,2,12 0,10,6 2]","[6,4,4,0,3,6,8,3,12 0,0 0,10,11,2,4 2,2 3,6 2,6 0,6 13,9,2]","(6 13 3 8 0 0 4 6 0 4 3 2 3 9 0 6 6 11 4 2 2 2 12 0 10 6 2,6 4 4 0 3 6 8 3 12 0 0 0 10 11 2 4 2 2 3 6 2 6 0 6 13 9 2)"
 27, 5, 6,  5, 13,  0, psoComb, 20,0.27,   2.425,"[6 13,3,8,0 0,4,6 0,4,3,2,3,9,0,6,6,11,4 2 2,2,12,0 10,6 2]","[6,4,4,0,3,6,8,3,12,0 0,0 10,11,2,4 2 2,3,6 2,6 0,6 13,9,2]","(6 13 3 8 0 0 4 6 0 4 3 2 3 9 0 6 6 11 4 2 2 2 12 0 10 6 2,6 4 4 0 3 6 8 3 12 0 0 0 10 11 2 4 2 2 3 6 2 6 0 6 13 9 2)"
 27, 5, 6,  5, 13,   ,     FPT, 19,0.31,  44.103,"[6,13,3,8,0,0,4,6,0,4,3,2,3,9,0,6,6,11,4,2,2,2,12,0,10,6,2]","[6,4,4,0,3,6,8,3,12,0,0,0,10,11,2,4,2,2,3,6,2,6,0,6,13,9,2]","(6 13 3 8 0 0 4 6 0 4 3 2 3 9 0 6 6 11 4 2 2 2 12 0 10 6 2,6 4 4 0 3 6 8 3 12 0 0 0 10 11 2 4 2 2 3 6 2 6 0 6 13 9 2)"
 27, 5, 2, 11, 61,   , combine, 15,0.46,   0.000,"[5 3,5 2 4,2 2,0 3,5 3 3,7 3,4,3 3 3,3,3 4,5,3 0,2,6,0]","[3 0,4,5 3 3,5 3,3 3 3,5 2 4,0 3,7 3,0,6,5,2,3 4,2 2,3]","(5 3 5 2 4 2 2 0 3 5 3 3 7 3 4 3 3 3 3 3 4 5 3 0 2 6 0,3 0 4 5 3 3 5 3 3 3 3 5 2 4 0 3 7 3 0 6 5 2 3 4 2 2 3)"
 27, 5, 2, 11, 61,   ,combineS, 15,0.46,   0.000,"[5 3,5 2 4,2 2,0,3 5 3,3 7 3,4,3 3 3,3,3 4,5,3 0,2,6,0]","[3 0,4,5 3,3 5 3,3 3 3,5 2 4,0,3 7 3,0,6,5,2,3 4,2 2,3]","(5 3 5 2 4 2 2 0 3 5 3 3 7 3 4 3 3 3 3 3 4 5 3 0 2 6 0,3 0 4 5 3 3 5 3 3 3 3 5 2 4 0 3 7 3 0 6 5 2 3 4 2 2 3)"
 27, 5, 2, 11, 61,   ,  greedy, 17,0.38,   0.001,"[5,3 5 2 4,2 2,0,3 5 3 3,7 3,4,3,3,3,3,3,4 5 3,0,2,6,0]","[3,0,4 5 3,3 5 3 3,3,3 5 2 4,0,3,7 3,0,6,5,2,3,4,2 2,3]","(5 3 5 2 4 2 2 0 3 5 3 3 7 3 4 3 3 3 3 3 4 5 3 0 2 6 0,3 0 4 5 3 3 5 3 3 3 3 5 2 4 0 3 7 3 0 6 5 2 3 4 2 2 3)"
 27, 5, 2, 11, 61,  1,     pso, 15,0.46,   3.604,"[5,3,5 2 4,2 2,0 3,5 3 3,7 3,4,3 3 3 3,3 4,5,3 0,2,6,0]","[3 0,4,5 3 3,5,3 3 3 3,5 2 4,0 3,7 3,0,6,5,2,3 4,2 2,3]","(5 3 5 2 4 2 2 0 3 5 3 3 7 3 4 3 3 3 3 3 4 5 3 0 2 6 0,3 0 4 5 3 3 5 3 3 3 3 5 2 4 0 3 7 3 0 6 5 2 3 4 2 2 3)"
 27, 5, 2, 11, 61,  1, psoPure, 15,0.46,   3.485,"[5 3,5 2 4,2 2,0 3,5 3 3,7 3,4,3,3 3 3,3 4,5,3 0,2,6,0]","[3 0,4,5 3 3,5 3,3 3 3,5 2 4,0 3,7 3,0,6,5,2,3 4,2 2,3]","(5 3 5 2 4 2 2 0 3 5 3 3 7 3 4 3 3 3 3 3 4 5 3 0 2 6 0,3 0 4 5 3 3 5 3 3 3 3 5 2 4 0 3 7 3 0 6 5 2 3 4 2 2 3)"
 27, 5, 2, 11, 61,  1, psoComb, 15,0.46,   5.096,"[5,3,5 2 4,2 2,0 3,5 3 3,7 3,4,3 3 3 3,3 4,5,3 0,2,6,0]","[3 0,4,5 3 3,5,3 3 3 3,5 2 4,0 3,7 3,0,6,5,2,3 4,2 2,3]","(5 3 5 2 4 2 2 0 3 5 3 3 7 3 4 3 3 3 3 3 4 5 3 0 2 6 0,3 0 4 5 3 3 5 3 3 3 3 5 2 4 0 3 7 3 0 6 5 2 3 4 2 2 3)"
 27, 5, 2, 11, 61,   ,     FPT, 15,0.46, 638.860,"[5,3,5,2,4,2,2,0,3,5,3,3,7,3,4,3,3,3,3,3,4,5,3,0,2,6,0]","[3,0,4,5,3,3,5,3,3,3,3,5,2,4,0,3,7,3,0,6,5,2,3,4,2,2,3]","(5 3 5 2 4 2 2 0 3 5 3 3 7 3 4 3 3 3 3 3 4 5 3 0 2 6 0,3 0 4 5 3 3 5 3 3 3 3 5 2 4 0 3 7 3 0 6 5 2 3 4 2 2 3)"
 27, 5,15,  4,  0,   , combine, 27,0.00,   0.000,"[8,14,7,6,1,0,12,2,11,1,17,2,0,16,5,10,20,19,9,4,13,15,5,18,0,4,0]","[0,1,2,6,5,19,12,16,9,18,1,4,20,5,0,0,13,7,8,4,2,10,17,14,15,11,0]","(8 14 7 6 1 0 12 2 11 1 17 2 0 16 5 10 20 19 9 4 13 15 5 18 0 4 0,0 1 2 6 5 19 12 16 9 18 1 4 20 5 0 0 13 7 8 4 2 10 17 14 15 11 0)"
 27, 5,15,  4,  0,   ,combineS, 27,0.00,   0.000,"[8,14,7,6,1,0,12,2,11,1,17,2,0,16,5,10,20,19,9,4,13,15,5,18,0,4,0]","[0,1,2,6,5,19,12,16,9,18,1,4,20,5,0,0,13,7,8,4,2,10,17,14,15,11,0]","(8 14 7 6 1 0 12 2 11 1 17 2 0 16 5 10 20 19 9 4 13 15 5 18 0 4 0,0 1 2 6 5 19 12 16 9 18 1 4 20 5 0 0 13 7 8 4 2 10 17 14 15 11 0)"
 27, 5,15,  4,  0,   ,  greedy, 27,0.00,   0.002,"[8,14,7,6,1,0,12,2,11,1,17,2,0,16,5,10,20,19,9,4,13,15,5,18,0,4,0]","[0,1,2,6,5,19,12,16,9,18,1,4,20,5,0,0,13,7,8,4,2,10,17,14,15,11,0]","(8 14 7 6 1 0 12 2 11 1 17 2 0 16 5 10 20 19 9 4 13 15 5 18 0 4 0,0 1 2 6 5 19 12 16 9 18 1 4 20 5 0 0 13 7 8 4 2 10 17 14 15 11 0)"
 27, 5,15,  4,  0,  0,     pso, 27,0.00,   0.012,"[8,14,7,6,1,0,12,2,11,1,17,2,0,16,5,10,20,19,9,4,13,15,5,18,0,4,0]","[0,1,2,6,5,19,12,16,9,18,1,4,20,5,0,0,13,7,8,4,2,10,17,14,15,11,0]","(8 14 7 6 1 0 12 2 11 1 17 2 0 16 5 10 20 19 9 4 13 15 5 18 0 4 0,0 1 2 6 5 19 12 16 9 18 1 4 20 5 0 0 13 7 8 4 2 10 17 14 15 11 0)"
 27, 5,15,  4,  0,  0, psoPure, 27,0.00,   0.013,"[8,14,7,6,1,0,12,2,11,1,17,2,0,16,5,10,20,19,9,4,13,15,5,18,0,4,0]","[0,1,2,6,5,19,12,16,9,18,1,4,20,5,0,0,13,7,8,4,2,10,17,14,15,11,0]","(8 14 7 6 1 0 12 2 11 1 17 2 0 16 5 10 20 19 9 4 13 15 5 18 0 4 0,0 1 2 6 5 19 12 16 9 18 1 4 20 5 0 0 13 7 8 4 2 10 17 14 15 11 0)"
 27, 5,15,  4,  0,  0, psoComb, 27,0.00,   2.117,"[8,14,7,6,1,0,12,2,11,1,17,2,0,16,5,10,20,19,9,4,13,15,5,18,0,4,0]","[0,1,2,6,5,19,12,16,9,18,1,4,20,5,0,0,13,7,8,4,2,10,17,14,15,11,0]","(8 14 7 6 1 0 12 2 11 1 17 2 0 16 5 10 20 19 9 4 13 15 5 18 0 4 0,0 1 2 6 5 19 12 16 9 18 1 4 20 5 0 0 13 7 8 4 2 10 17 14 15 11 0)"
 27, 5,15,  4,  0,   ,     FPT, 26,0.04,   0.023,"[8,14,7,6,1,0,12,2,11,1,17,2,0,16,5,10,20,19,9,4,13,15,5,18,0,4,0]","[0,1,2,6,5,19,12,16,9,18,1,4,20,5,0,0,13,7,8,4,2,10,17,14,15,11,0]","(8 14 7 6 1 0 12 2 11 1 17 2 0 16 5 10 20 19 9 4 13 15 5 18 0 4 0,0 1 2 6 5 19 12 16 9 18 1 4 20 5 0 0 13 7 8 4 2 10 17 14 15 11 0)"
 28, 7, 8,  4, 11,   , combine, 21,0.26,   0.000,"[6,6,3 3,5,5,2 2,14,15,0,2,0,9 8,7,1,13,0 3,10 7,2,12,1 3 7,11]","[12,2 2,3 3,2,2,14,0,5,1 3 7,15,13,6,9 8,1,0,0 3,11,6,10 7,5,7]","(6 6 3 3 5 5 2 2 14 15 0 2 0 9 8 7 1 13 0 3 10 7 2 12 1 3 7 11,12 2 2 3 3 2 2 14 0 5 1 3 7 15 13 6 9 8 1 0 0 3 11 6 10 7 5 7)"
 28, 7, 8,  4, 11,   ,combineS, 20,0.30,   0.000,"[6,6,3 3,5,5,2 2 14,15,0,2,0,9 8,7,1,13,0 3,10 7,2,12,1 3 7,11]","[12,2,2,3 3,2 2 14,0,5,1 3 7,15,13,6,9 8,1,0,0 3,11,6,10 7,5,7]","(6 6 3 3 5 5 2 2 14 15 0 2 0 9 8 7 1 13 0 3 10 7 2 12 1 3 7 11,12 2 2 3 3 2 2 14 0 5 1 3 7 15 13 6 9 8 1 0 0 3 11 6 10 7 5 7)"
 28, 7, 8,  4, 11,   ,  greedy, 20,0.30,   0.001,"[6,6,3 3,5,5,2 2 14,15,0,2,0,9 8,7,1,13,0 3,10 7,2,12,1 3 7,11]","[12,2,2,3 3,2 2 14,0,5,1 3 7,15,13,6,9 8,1,0,0 3,11,6,10 7,5,7]","(6 6 3 3 5 5 2 2 14 15 0 2 0 9 8 7 1 13 0 3 10 7 2 12 1 3 7 11,12 2 2 3 3 2 2 14 0 5 1 3 7 15 13 6 9 8 1 0 0 3 11 6 10 7 5 7)"
 28, 7, 8,  4, 11,  0,     pso, 20,0.30,   0.772,"[6,6,3 3,5,5,2 2 14,15,0,2,0,9 8,7,1,13,0 3,10 7,2,12,1 3 7,11]","[12,2,2,3 3,2 2 14,0,5,1 3 7,15,13,6,9 8,1,0,0 3,11,6,10 7,5,7]","(6 6 3 3 5 5 2 2 14 15 0 2 0 9 8 7 1 13 0 3 10 7 2 12 1 3 7 11,12 2 2 3 3 2 2 14 0 5 1 3 7 15 13 6 9 8 1 0 0 3 11 6 10 7 5 7)"
